goodreads_book_id,tag_id,count
13835,6953,65
13835,33121,63
13835,3392,58
13835,22753,56
13835,6857,54
13835,2104,54
13835,19666,53
13835,6888,52
13835,32996,51
13835,25765,50
13835,11658,50
13835,17213,49
13835,30521,49
13835,3371,47
13835,20774,46
13835,10197,46
13835,33124,45
13835,26897,44
13835,17370,42
13835,10731,41
13835,33165,40
13835,1540,40
13835,29464,39
13835,20849,37
13835,6829,37
13835,24964,36
13835,25150,36
13835,33153,35
13835,7852,34
13835,17124,33
13835,10210,33
13835,19983,33
13835,28103,33
13835,22034,32
13835,25152,32
13835,25149,32
13835,11643,31
13835,15169,30
13835,11505,30
13835,1542,30
13835,22689,29
13835,25151,29
13835,6847,29
13835,12925,29
13835,6895,28
13835,25148,28
13835,33113,28
13835,33023,28
13835,14467,27
13835,11550,26
13835,11497,25
13835,27535,25
13835,11376,25
13835,25234,24
13835,27412,24
13835,19669,24
13835,29462,24
13835,16799,23
13835,14487,23
13835,11392,23
13835,11665,22
13835,26842,21
13835,11644,21
13835,23627,21
13835,22973,20
13835,5090,20
13835,25147,20
13835,11503,20
13835,6840,20
13835,32130,20
13835,13227,20
13836,30574,19059
13836,11305,3548
13836,33114,1509
13836,11557,1163
13836,32989,766
13836,29258,369
13836,18886,353
13836,11743,334
13836,5207,249
13836,22743,249
13836,27199,247
13836,8717,244
13836,33009,214
13836,1691,172
13836,14361,144
13836,29452,121
13836,26785,108
13836,9882,101
13836,6828,96
13836,11590,94
13836,2580,93
13836,33012,84
13836,9221,76
13836,24960,74
13836,6838,69
13836,31014,67
13836,18045,63
13836,22753,61
13836,3389,57
13836,33121,53
13836,6953,52
13836,11370,52
13836,30521,48
13836,26138,46
13836,6857,45
13836,19974,45
13836,10731,45
13836,25765,44
13836,26897,44
13836,3371,43
13836,2104,42
13836,11658,42
13836,3392,41
13836,20849,41
13836,6888,40
13836,20774,38
13836,33124,36
13836,22973,34
13836,32996,34
13836,12035,33
13836,15320,33
13836,17124,32
13836,17213,32
13836,19666,32
13836,33165,31
13836,7852,31
13836,11376,31
13836,15169,30
13836,32586,30
13836,29464,30
13836,22689,29
13836,6829,29
13836,11497,27
13836,22034,26
13836,25150,26
13836,11392,25
13836,29462,25
13836,29011,24
13836,24964,24
13836,10197,24
13836,26842,24
13836,11550,23
13836,19983,23
13836,33023,23
13836,11505,22
13836,11503,22
13836,19524,22
13836,18680,21
13836,1542,21
13836,11643,21
13836,3377,21
13836,19669,21
13836,23627,21
13836,33153,20
13836,25149,20
13836,14877,20
13836,25234,19
13836,20824,19
13836,25153,19
13836,27412,19
13836,30860,19
13836,11644,19
13836,7924,19
13836,11491,18
13836,10210,18
13836,28300,18
13836,13227,18
13836,27473,18
13836,25148,17
13836,32095,17
13837,11305,3647
13837,33114,1564
13837,11557,1039
13837,32989,815
13837,11743,382
13837,18886,291
13837,22743,256
13837,27199,234
13837,5207,230
13837,1691,213
13837,8717,199
13837,33009,197
13837,26138,175
13837,14361,152
13837,29452,136
13837,6828,117
13837,26785,110
13837,11590,97
13837,30574,94
13837,6838,86
13837,24960,78
13837,11370,73
13837,31014,70
13837,33012,69
13837,9221,66
13837,18045,64
13837,6953,60
13837,3389,58
13837,33121,57
13837,22753,51
13837,2104,50
13837,3392,48
13837,25765,47
13837,19666,47
13837,11658,47
13837,30521,44
13837,19974,43
13837,6857,42
13837,20774,41
13837,6888,40
13837,20849,40
13837,3371,40
13837,33124,40
13837,26897,40
13837,17370,40
13837,10731,38
13837,32996,36
13837,17213,35
13837,10197,33
13837,33165,32
13837,1540,32
13837,29464,32
13837,11643,31
13837,6829,30
13837,17124,29
13837,24964,29
13837,7852,29
13837,19983,29
13837,28103,29
13837,6847,28
13837,10210,28
13837,1542,27
13837,15169,26
13837,6895,26
13837,22034,26
13837,25234,26
13837,11550,26
13837,25151,26
13837,33153,26
13837,11392,26
13837,22689,25
13837,26842,24
13837,14467,24
13837,13227,24
13837,19669,24
13837,11376,23
13837,25149,22
13837,32095,22
13837,33023,22
13837,11505,21
13837,5090,21
13837,25148,21
13837,29462,21
13837,20824,20
13837,27535,20
13837,25150,20
13837,33113,20
13837,25147,19
13837,11503,19
13837,6840,19
13837,27412,19
13837,11644,19
13837,11497,18
13837,11595,18
13837,25104,18
13837,23627,18
13837,11665,17
13837,25152,16
13837,25153,16
13837,24997,16
13929,30574,27884
13929,11305,2147
13929,33114,831
13929,11557,727
13929,32989,400
13929,26138,368
13929,11152,359
13929,11743,214
13929,8717,204
13929,11148,162
13929,27199,153
13929,14487,139
13929,25799,138
13929,18886,134
13929,11162,128
13929,31745,123
13929,5207,117
13929,22743,103
13929,11159,90
13929,11151,87
13929,14467,84
13929,33009,83
13929,29452,76
13929,18045,74
13929,11590,73
13929,25798,67
13929,11161,66
13929,11130,61
13929,1691,56
13929,30521,56
13929,26785,53
13929,22973,53
13929,16722,49
13929,11136,48
13929,33012,45
13929,14484,44
13929,32586,43
13929,11124,42
13929,11370,41
13929,3389,40
13929,11150,40
13929,33124,36
13929,19524,31
13929,29011,30
13929,11160,30
13929,3392,29
13929,11156,29
13929,3371,28
13929,21024,28
13929,11369,27
13929,22753,26
13929,33121,26
13929,2104,25
13929,11376,24
13929,30667,22
13929,1128,21
13929,11497,21
13929,1416,21
13929,27847,21
13929,10197,20
13929,4949,20
13929,26182,20
13929,15169,19
13929,17213,19
13929,14361,19
13929,12035,19
13929,11386,19
13929,1642,18
13929,3377,18
13929,9638,18
13929,29464,18
13929,31361,17
13929,31146,17
13929,24960,16
13929,26897,16
13929,27535,16
13929,25150,16
13929,21274,16
13929,31723,16
13929,32996,16
13929,25145,16
13929,11141,16
13929,25804,16
13929,11505,15
13929,25506,15
13929,9477,15
13929,25146,15
13929,9221,14
13929,32623,14
13929,18640,14
13929,33153,14
13929,25149,14
13929,25822,14
13929,33023,14
13929,3299,14
13929,8408,14
13929,23037,13
13929,10210,13
13929,9484,13
13929,29316,13
14358,30574,4947
14358,33114,545
14358,11557,420
14358,11743,300
14358,32989,277
14358,11305,238
14358,6953,79
14358,27199,73
14358,6828,68
14358,8717,65
14358,6838,57
14358,26138,56
14358,5207,55
14358,6888,53
14358,22743,51
14358,6857,50
14358,33012,46
14358,26837,46
14358,6895,43
14358,7457,39
14358,17124,39
14358,21466,36
14358,26771,35
14358,18854,34
14358,21457,33
14358,29452,31
14358,7852,29
14358,9221,28
14358,25438,26
14358,33124,24
14358,33165,24
14358,24960,23
14358,16799,22
14358,6829,22
14358,26785,21
14358,6949,20
14358,33153,19
14358,6847,19
14358,22753,17
14358,8055,17
14358,16805,17
14358,11221,17
14358,25765,16
14358,6960,16
14358,18045,16
14358,33113,16
14358,2104,15
14358,19974,15
14358,2580,15
14358,2277,14
14358,6976,14
14358,27535,13
14358,1642,13
14358,20785,13
14358,33023,13
14358,17520,13
14358,6914,12
14358,7404,12
14358,25034,12
14358,22034,11
14358,33009,11
14358,22689,11
14358,21989,11
14358,26842,11
14358,12948,11
14358,1691,10
14358,11505,10
14358,11497,10
14358,6920,10
14358,9147,10
14358,29464,10
14358,9695,10
14358,3371,9
14358,17129,9
14358,25011,9
14358,6909,9
14358,11503,9
14358,22246,9
14358,33125,8
14358,6948,8
14358,21892,8
14358,32996,8
14358,27412,8
14358,19983,8
14358,11644,8
14358,21447,8
14358,11590,7
14358,15169,7
14358,25770,7
14358,6836,7
14358,26894,7
14358,32688,7
14358,26897,6
14358,30521,6
14358,18919,6
14358,25033,6
14358,6597,6
14358,21464,6
14358,21469,6
14358,32408,6
14570,30574,1430
14570,7457,931
14570,11743,359
14570,11557,240
14570,33114,217
14570,14487,147
14570,6857,132
14570,6888,110
14570,22743,99
14570,5207,96
14570,32989,93
14570,14467,66
14570,6828,61
14570,7404,58
14570,27199,48
14570,17213,44
14570,22753,40
14570,6953,38
14570,8717,34
14570,17124,34
14570,18367,34
14570,6905,33
14570,509,31
14570,16799,30
14570,9221,27
14570,6920,27
14570,6914,26
14570,2277,26
14570,6960,25
14570,6969,25
14570,11590,23
14570,7423,23
14570,6977,22
14570,6895,21
14570,29452,20
14570,18045,20
14570,6838,20
14570,2313,20
14570,6829,19
14570,6909,19
14570,11221,19
14570,26138,17
14570,24960,16
14570,15169,16
14570,1962,16
14570,22689,15
14570,17129,15
14570,6948,15
14570,18630,15
14570,22034,13
14570,3392,13
14570,21989,13
14570,16805,13
14570,30521,12
14570,2312,12
14570,6847,12
14570,14552,12
14570,20849,11
14570,33124,11
14570,7852,11
14570,25438,11
14570,10093,11
14570,17090,11
14570,31859,11
14570,2104,10
14570,3389,10
14570,33012,10
14570,33150,10
14570,371,10
14570,32586,9
14570,6840,9
14570,10210,9
14570,6973,9
14570,6949,9
14570,7478,9
14570,3379,9
14570,11643,9
14570,22333,9
14570,7417,9
14570,22246,9
14570,11505,8
14570,25151,8
14570,10197,8
14570,25770,8
14570,11503,8
14570,6597,8
14570,6843,8
14570,17217,8
14570,30635,8
14570,6750,8
14570,20774,7
14570,11497,7
14570,19974,7
14570,3371,7
14570,4949,7
14570,25822,7
14570,31557,7
14570,14752,7
14570,33113,7
14570,18107,7
15595,30574,3236
15595,14487,1015
15595,33114,489
15595,11743,311
15595,21457,282
15595,32989,254
15595,14467,216
15595,6953,200
15595,6888,137
15595,6857,123
15595,11557,117
15595,19974,113
15595,6828,98
15595,6895,97
15595,21447,89
15595,8717,88
15595,21470,82
15595,14552,75
15595,21474,73
15595,19666,72
15595,16799,66
15595,17124,65
15595,16805,60
15595,21459,59
15595,5207,52
15595,22743,47
15595,6838,45
15595,7852,44
15595,6960,42
15595,29452,37
15595,33165,37
15595,10641,37
15595,6920,37
15595,19983,37
15595,21472,37
15595,6914,34
15595,18045,33
15595,3677,33
15595,21464,32
15595,21462,31
15595,17129,28
15595,33124,27
15595,21456,27
15595,7457,26
15595,33012,26
15595,21473,24
15595,19958,23
15595,33116,22
15595,21449,22
15595,6847,21
15595,21465,21
15595,9221,20
15595,6829,20
15595,21448,20
15595,6909,19
15595,6597,19
15595,26735,19
15595,4949,19
15595,22034,18
15595,32996,18
15595,33023,18
15595,6596,18
15595,3392,17
15595,6977,17
15595,6948,17
15595,25114,17
15595,3371,16
15595,7484,16
15595,33018,16
15595,11305,15
15595,24960,15
15595,20008,15
15595,14539,15
15595,26740,14
15595,17086,14
15595,3676,14
15595,15960,14
15595,3389,13
15595,25034,13
15595,17090,13
15595,19980,13
15595,22753,12
15595,33125,12
15595,29457,12
15595,6976,12
15595,25149,12
15595,14779,12
15595,14461,12
15595,31359,12
15595,16757,12
15595,21475,12
15595,33153,11
15595,25438,11
15595,14485,11
15595,19954,11
15595,21463,11
15595,3679,11
15595,5751,10
15595,21455,10
15595,21476,10
15881,11305,39501
15881,11557,30279
15881,8717,22082
15881,33114,12691
15881,11743,10755
15881,14017,7672
15881,5207,6824
15881,22743,5227
15881,27199,4314
15881,32989,4240
15881,18886,3650
15881,30574,3578
15881,11590,3192
15881,6953,3106
15881,24960,2438
15881,6857,2060
15881,22753,2038
15881,1691,1938
15881,6888,1397
15881,15965,1341
15881,6828,1313
15881,19974,1205
15881,25765,1179
15881,26785,1147
15881,7457,1129
15881,20774,1065
15881,9221,1015
15881,3389,1009
15881,6895,972
15881,17124,942
15881,2104,930
15881,3392,879
15881,15169,878
15881,22034,864
15881,25234,797
15881,1128,774
15881,11505,753
15881,25152,748
15881,11370,741
15881,22973,732
15881,20849,684
15881,11497,677
15881,24964,672
15881,33009,632
15881,32623,616
15881,10644,613
15881,20939,602
15881,25151,596
15881,16427,591
15881,5090,584
15881,31617,580
15881,5751,569
15881,6960,565
15881,29452,552
15881,3371,513
15881,29011,508
15881,18045,494
15881,14024,489
15881,25150,489
15881,25153,470
15881,22689,469
15881,21989,463
15881,32654,452
15881,33012,451
15881,16799,450
15881,17213,427
15881,20824,420
15881,33124,413
15881,26897,411
15881,11550,396
15881,33165,393
15881,25770,392
15881,27535,384
15881,6838,372
15881,25167,371
15881,11491,354
15881,17129,350
15881,24999,347
15881,10197,345
15881,6914,333
15881,25149,321
15881,22352,319
15881,8055,317
15881,10641,316
15881,6920,315
15881,6829,314
15881,24963,311
15881,26842,309
15881,11574,307
15881,20781,305
15881,5444,294
15881,24997,294
15881,7404,287
15881,30521,285
15881,30573,284
15881,12600,283
15881,3379,279
15881,2106,272
15881,24092,272
15881,11376,270
16178,30574,17759
16178,33114,870
16178,32989,516
16178,11557,294
16178,28422,256
16178,8055,231
16178,25438,226
16178,8717,221
16178,26138,219
16178,11743,176
16178,27199,153
16178,29452,131
16178,6750,105
16178,25436,71
16178,3371,66
16178,3389,65
16178,5207,58
16178,15048,56
16178,7852,54
16178,3392,52
16178,18045,47
16178,33124,46
16178,14370,40
16178,12281,40
16178,33023,39
16178,29464,37
16178,11221,36
16178,33012,33
16178,33311,32
16178,32996,29
16178,12680,29
16178,33004,28
16178,22743,26
16178,29457,24
16178,8067,24
16178,33045,23
16178,25149,22
16178,19983,22
16178,25147,21
16178,25630,21
16178,8084,20
16178,17213,19
16178,30521,19
16178,10197,19
16178,33153,19
16178,3379,19
16178,4949,19
16178,25151,18
16178,12600,17
16178,32586,17
16178,3377,17
16178,29492,17
16178,28420,17
16178,11590,16
16178,33125,16
16178,25822,16
16178,32581,16
16178,8844,16
16178,26735,15
16178,9477,15
16178,33113,15
16178,2104,14
16178,1642,14
16178,18054,14
16178,33044,14
16178,11409,14
16178,11505,13
16178,10210,13
16178,12035,13
16178,28945,13
16178,28434,13
16178,11497,12
16178,25150,12
16178,24996,12
16178,1078,12
16178,19524,12
16178,9638,12
16178,8076,12
16178,33034,12
16178,33041,12
16178,31530,12
16178,27535,11
16178,18640,11
16178,32099,11
16178,33049,11
16178,139,11
16178,33024,11
16178,22753,10
16178,15169,10
16178,33116,10
16178,6766,10
16178,29475,10
16178,5094,10
16178,1120,9
16178,10093,9
16178,25148,9
16178,31232,9
16178,18001,9
16178,30157,9
16178,138,9
17020,30574,47221
17020,33114,1702
17020,32989,1071
17020,8717,817
17020,11557,559
17020,8055,468
17020,26138,457
17020,5207,413
17020,11743,411
17020,6750,285
17020,27199,278
17020,25438,245
17020,31155,236
17020,17213,229
17020,22743,216
17020,29452,200
17020,1691,161
17020,25147,145
17020,33012,125
17020,10197,105
17020,18045,100
17020,10210,83
17020,21815,78
17020,20939,74
17020,7852,72
17020,33124,71
17020,33004,70
17020,15169,68
17020,25987,68
17020,25436,64
17020,22753,63
17020,29464,61
17020,25148,59
17020,33023,58
17020,30521,57
17020,32996,52
17020,14370,51
17020,25150,47
17020,10932,45
17020,8067,44
17020,10093,43
17020,3392,41
17020,24992,40
17020,3389,39
17020,1416,39
17020,20774,38
17020,25149,36
17020,10094,36
17020,28945,36
17020,17217,35
17020,11221,34
17020,9638,34
17020,28974,34
17020,1225,32
17020,8084,32
17020,11590,31
17020,29457,31
17020,32586,31
17020,19486,31
17020,18054,30
17020,33045,30
17020,5090,29
17020,19524,29
17020,25822,29
17020,22689,28
17020,671,28
17020,9477,27
17020,33153,26
17020,20849,25
17020,10641,25
17020,24960,24
17020,9147,24
17020,29492,24
17020,32077,23
17020,12035,23
17020,21817,23
17020,22034,21
17020,24995,21
17020,15048,21
17020,4949,21
17020,5180,21
17020,12452,21
17020,25146,21
17020,3371,20
17020,12948,20
17020,12869,20
17020,27766,20
17020,25765,19
17020,22352,19
17020,24993,19
17020,22944,19
17020,1010,19
17020,6828,18
17020,23037,18
17020,32099,18
17020,28964,18
17020,19699,18
17020,6729,18
17020,33044,18
17020,17968,18
17061,30574,12129
17061,11305,7964
17061,11557,3204
17061,33114,2678
17061,11743,2513
17061,14821,2368
17061,6953,1393
17061,32989,1129
17061,6857,996
17061,5207,785
17061,19974,704
17061,6888,652
17061,21308,535
17061,6895,390
17061,22973,373
17061,17124,371
17061,30521,353
17061,1691,339
17061,11590,321
17061,17213,306
17061,18045,295
17061,3389,287
17061,29011,285
17061,6960,259
17061,3392,255
17061,22753,252
17061,20939,232
17061,16799,226
17061,6828,219
17061,10197,212
17061,18886,194
17061,3371,188
17061,22034,179
17061,11370,173
17061,12785,171
17061,8717,166
17061,32586,162
17061,8507,156
17061,29452,148
17061,17129,148
17061,6914,147
17061,13446,147
17061,5090,146
17061,10210,142
17061,31617,141
17061,6920,140
17061,26897,131
17061,25151,131
17061,8922,128
17061,10644,127
17061,25152,126
17061,6976,123
17061,15169,118
17061,33012,118
17061,25150,118
17061,8938,118
17061,28525,117
17061,16805,116
17061,7457,112
17061,8055,111
17061,5481,110
17061,25145,107
17061,33009,103
17061,20774,101
17061,20849,100
17061,21989,100
17061,26717,100
17061,24960,98
17061,5751,96
17061,11221,95
17061,18919,94
17061,25149,91
17061,4949,89
17061,34247,89
17061,33165,88
17061,13561,87
17061,25167,85
17061,11152,85
17061,26837,85
17061,30358,84
17061,25148,84
17061,17090,83
17061,6977,82
17061,19983,78
17061,11505,76
17061,6866,76
17061,33124,75
17061,26842,73
17061,28300,73
17061,28415,73
17061,25153,72
17061,10093,71
17061,3379,70
17061,24999,69
17061,1128,68
17061,1078,68
17061,11376,68
17061,20570,67
17061,6909,66
17061,13873,65
17162,30574,16411
17162,33114,1306
17162,32989,640
17162,11743,565
17162,8717,364
17162,7457,345
17162,11557,205
17162,25438,194
17162,3885,138
17162,29452,131
17162,33023,116
17162,26735,111
17162,33012,95
17162,7404,94
17162,7852,82
17162,5918,82
17162,27199,77
17162,5207,76
17162,22743,71
17162,8055,63
17162,14370,52
17162,25436,50
17162,33125,48
17162,6953,47
17162,18045,47
17162,33124,45
17162,25114,44
17162,32996,43
17162,12315,37
17162,3883,37
17162,3392,35
17162,29464,35
17162,6857,34
17162,6888,34
17162,3371,34
17162,33153,32
17162,6828,31
17162,18367,31
17162,3389,30
17162,22034,30
17162,9886,29
17162,4949,26
17162,7484,26
17162,17124,25
17162,26740,24
17162,22753,22
17162,9221,22
17162,20774,22
17162,19983,22
17162,33127,22
17162,20849,21
17162,30521,20
17162,33028,20
17162,33116,19
17162,5481,19
17162,8067,18
17162,24960,17
17162,6895,17
17162,21989,17
17162,3886,17
17162,33027,17
17162,1416,16
17162,10646,16
17162,25150,15
17162,29457,15
17162,14487,15
17162,6949,15
17162,6948,15
17162,461,15
17162,6838,14
17162,2277,14
17162,32586,14
17162,32973,14
17162,1624,14
17162,11590,13
17162,17129,13
17162,25149,13
17162,33044,13
17162,5139,13
17162,15169,12
17162,6960,12
17162,16799,12
17162,6914,12
17162,1642,12
17162,923,12
17162,26752,12
17162,33054,12
17162,7391,12
17162,1623,12
17162,3884,12
17162,26009,12
17162,25151,11
17162,17213,11
17162,33165,11
17162,3377,11
17162,26754,11
17162,17090,11
17162,28964,11
17162,29492,11
17162,5578,11
17206,30574,4498
17206,11305,761
17206,33114,231
17206,32989,122
17206,11743,104
17206,8717,81
17206,22743,79
17206,11557,72
17206,27199,68
17206,6953,67
17206,1691,67
17206,12840,64
17206,5207,56
17206,18886,42
17206,19974,37
17206,17124,29
17206,9221,28
17206,33009,28
17206,6857,27
17206,6888,26
17206,17062,26
17206,26785,23
17206,18045,23
17206,29452,22
17206,3389,19
17206,3371,19
17206,6828,18
17206,30521,18
17206,26837,18
17206,11590,16
17206,22753,15
17206,6895,15
17206,33012,15
17206,33121,15
17206,3392,14
17206,28610,14
17206,20774,13
17206,33165,13
17206,3465,13
17206,15169,12
17206,11370,12
17206,16799,12
17206,6960,11
17206,33124,11
17206,1542,11
17206,10210,11
17206,22973,9
17206,31617,9
17206,17213,9
17206,3377,9
17206,33113,9
17206,24960,8
17206,20849,8
17206,29011,8
17206,16805,8
17206,32996,8
17206,19983,8
17206,32973,8
17206,29883,8
17206,25765,7
17206,5090,7
17206,17129,7
17206,10197,7
17206,6829,7
17206,6949,7
17206,1540,7
17206,26771,7
17206,28300,7
17206,21605,7
17206,20939,6
17206,22689,6
17206,26897,6
17206,32586,6
17206,6948,6
17206,1007,6
17206,14361,6
17206,2176,6
17206,22034,5
17206,26842,5
17206,20781,5
17206,5444,5
17206,11340,5
17206,14064,5
17206,23037,5
17206,941,5
17206,1642,5
17206,18284,5
17206,17086,5
17206,22944,5
17206,32080,5
17206,26816,5
17206,11773,5
17206,27314,5
17206,5393,5
17206,11379,5
17206,6838,4
17206,6976,4
17206,10093,4
17206,6907,4
17206,29466,4
17533,30574,740
17533,11743,232
17533,11557,190
17533,33114,149
17533,7404,110
17533,7457,96
17533,26138,96
17533,14487,89
17533,6953,84
17533,6857,69
17533,32989,68
17533,18630,62
17533,22743,61
17533,5207,52
17533,6888,51
17533,14467,45
17533,27199,41
17533,6828,41
17533,6838,40
17533,17213,34
17533,6895,28
17533,11590,27
17533,509,26
17533,6905,25
17533,22753,20
17533,16799,20
17533,2277,20
17533,18367,20
17533,1962,20
17533,17124,18
17533,33165,18
17533,6914,18
17533,6977,17
17533,6909,16
17533,24960,15
17533,22034,15
17533,2312,15
17533,10197,14
17533,6920,14
17533,6829,13
17533,6969,13
17533,7423,13
17533,29452,11
17533,6960,11
17533,18045,11
17533,2313,11
17533,10093,11
17533,15169,10
17533,6949,10
17533,8717,9
17533,19974,9
17533,6847,9
17533,11221,9
17533,2104,8
17533,11505,8
17533,27535,8
17533,7417,8
17533,3392,7
17533,33012,7
17533,21989,7
17533,30521,7
17533,25770,7
17533,9886,7
17533,12948,7
17533,11503,7
17533,6948,7
17533,10094,7
17533,134,7
17533,22246,7
17533,9221,6
17533,20849,6
17533,25152,6
17533,33124,6
17533,25150,6
17533,7852,6
17533,16805,6
17533,25438,6
17533,3379,6
17533,17090,6
17533,6750,6
17533,371,6
17533,3389,5
17533,20824,5
17533,25151,5
17533,30573,5
17533,27556,5
17533,12600,5
17533,31656,5
17533,6840,5
17533,7478,5
17533,11643,5
17533,31859,5
17533,7422,5
17533,33113,5
17533,5393,5
17533,6875,5
17533,6837,5
17533,14527,5
17533,17216,5
17533,7738,5
17567,30574,804
17567,7457,321
17567,33114,195
17567,14487,110
17567,7404,73
17567,32989,67
17567,6953,61
17567,26138,58
17567,11743,48
17567,4949,43
17567,8717,42
17567,17213,40
17567,5207,38
17567,11557,32
17567,14467,32
17567,6857,31
17567,22743,29
17567,6888,28
17567,21195,26
17567,6828,21
17567,6895,19
17567,17124,19
17567,7852,18
17567,6838,17
17567,12936,17
17567,9221,15
17567,15491,15
17567,22034,14
17567,18367,14
17567,21989,13
17567,27199,12
17567,19974,12
17567,10197,12
17567,7423,12
17567,22753,11
17567,2104,11
17567,16799,11
17567,6977,11
17567,6914,10
17567,6969,10
17567,5051,10
17567,15169,9
17567,2313,9
17567,6905,9
17567,7417,9
17567,33012,8
17567,22689,8
17567,6960,8
17567,3371,8
17567,30521,8
17567,6829,8
17567,2277,8
17567,1642,8
17567,923,8
17567,1659,8
17567,33150,8
17567,1691,7
17567,27535,7
17567,33165,7
17567,6920,7
17567,12600,7
17567,16805,7
17567,11221,7
17567,28839,7
17567,11590,6
17567,11505,6
17567,11497,6
17567,20849,6
17567,33124,6
17567,6909,6
17567,9886,6
17567,6847,6
17567,10093,6
17567,25034,6
17567,6949,6
17567,25765,5
17567,29452,5
17567,14764,5
17567,33116,5
17567,12948,5
17567,25020,5
17567,14552,5
17567,17090,5
17567,9477,5
17567,4959,5
17567,6750,5
17567,26194,5
17567,509,5
17567,15609,5
17567,30672,4
17567,25366,4
17567,9484,4
17567,5359,4
17567,781,4
17567,134,4
17567,11780,4
17567,14527,4
17567,1291,4
17567,33166,4
17567,17169,4
18116,11557,1877
18116,8717,1867
18116,33114,961
18116,11743,868
18116,30574,759
18116,32989,436
18116,22743,344
18116,5207,272
18116,11590,247
18116,27199,201
18116,26785,193
18116,6953,188
18116,26771,163
18116,26837,160
18116,1691,137
18116,9221,132
18116,7457,115
18116,28610,112
18116,6857,110
18116,6888,99
18116,22753,94
18116,11370,89
18116,26897,89
18116,6895,73
18116,6828,72
18116,25647,72
18116,18886,69
18116,2104,64
18116,20774,59
18116,17124,59
18116,30521,58
18116,33012,57
18116,22034,56
18116,33009,55
18116,29452,51
18116,24960,50
18116,26842,50
18116,11376,45
18116,1137,45
18116,18367,44
18116,18045,43
18116,19974,41
18116,10731,41
18116,11505,40
18116,30573,40
18116,33124,39
18116,11497,38
18116,20849,38
18116,14361,38
18116,4021,38
18116,27535,37
18116,32586,35
18116,26894,35
18116,15169,34
18116,26774,34
18116,26138,32
18116,10644,31
18116,5751,31
18116,5090,31
18116,11579,30
18116,28300,30
18116,33165,29
18116,23442,29
18116,30860,28
18116,10064,28
18116,33153,27
18116,4037,27
18116,6960,26
18116,7404,26
18116,3389,25
18116,6838,25
18116,3392,24
18116,20824,24
18116,11491,24
18116,25506,24
18116,205,24
18116,1128,23
18116,8055,23
18116,7852,23
18116,10059,23
18116,33023,23
18116,10729,23
18116,22689,22
18116,21989,22
18116,6829,22
18116,14764,22
18116,32996,22
18116,17213,21
18116,10197,21
18116,14064,21
18116,20125,21
18116,11305,20
18116,1642,20
18116,6948,20
18116,20731,20
18116,11372,20
18116,20939,19
18116,2106,19
18116,22352,19
18116,33121,19
18122,30574,10607
18122,11305,10215
18122,33114,3517
18122,11557,3305
18122,11743,2330
18122,32989,1428
18122,22743,997
18122,5207,834
18122,27199,740
18122,8717,621
18122,26837,545
18122,6953,513
18122,11590,505
18122,1691,491
18122,28610,428
18122,26785,427
18122,26771,384
18122,6857,331
18122,6888,277
18122,18886,268
18122,22753,265
18122,11370,242
18122,9221,238
18122,6828,232
18122,3389,232
18122,25647,232
18122,14435,217
18122,3392,210
18122,33009,187
18122,29452,186
18122,22034,179
18122,24960,175
18122,26897,173
18122,6895,164
18122,19974,153
18122,18045,151
18122,7457,148
18122,23442,146
18122,33012,144
18122,20774,135
18122,26138,134
18122,17124,131
18122,5751,131
18122,3371,130
18122,14361,129
18122,20849,123
18122,15169,119
18122,26842,111
18122,33124,106
18122,6960,102
18122,2104,99
18122,7852,99
18122,28300,92
18122,21989,88
18122,11376,87
18122,10197,84
18122,30521,82
18122,25765,80
18122,30573,79
18122,5090,77
18122,10731,77
18122,33165,76
18122,10644,75
18122,16799,75
18122,6838,71
18122,33121,70
18122,11497,68
18122,10210,68
18122,26774,68
18122,27535,67
18122,6914,67
18122,33153,67
18122,3379,67
18122,26894,66
18122,5481,64
18122,22689,63
18122,2176,63
18122,29011,60
18122,11340,60
18122,33023,60
18122,6948,59
18122,6920,58
18122,31617,57
18122,17129,57
18122,6949,57
18122,31232,56
18122,1128,54
18122,11505,54
18122,18851,54
18122,2580,54
18122,30860,54
18122,25151,52
18122,11314,52
18122,18367,51
18122,2516,50
18122,20939,49
18122,6829,49
18122,11773,49
18122,25148,48
18122,32996,48
18130,30574,20362
18130,11305,2491
18130,33114,1237
18130,11743,1069
18130,26837,822
18130,8717,752
18130,26771,599
18130,32989,570
18130,11557,565
18130,6953,466
18130,7457,373
18130,27199,327
18130,22743,316
18130,6888,305
18130,6857,292
18130,26785,228
18130,6828,215
18130,6895,190
18130,6838,190
18130,17124,170
18130,19974,162
18130,1691,130
18130,5207,111
18130,26894,104
18130,7404,98
18130,11370,95
18130,6960,91
18130,9221,90
18130,33012,86
18130,26897,83
18130,16799,83
18130,30464,81
18130,33165,80
18130,6920,74
18130,22753,72
18130,24960,71
18130,18045,67
18130,33009,65
18130,33124,65
18130,17129,65
18130,26842,59
18130,6914,58
18130,29452,57
18130,18854,57
18130,22034,52
18130,16805,52
18130,26816,52
18130,3389,51
18130,28300,51
18130,3371,49
18130,6829,48
18130,6976,46
18130,18886,44
18130,20849,44
18130,6847,44
18130,25034,43
18130,6949,43
18130,15169,41
18130,30521,41
18130,3392,39
18130,11376,39
18130,25765,38
18130,17090,37
18130,20774,36
18130,22689,36
18130,33153,36
18130,27398,36
18130,26774,36
18130,7077,36
18130,33113,35
